rated,turns,game_result,winner,opening_moves,estimated_time,rating_difference
1,33,2,2,2,10.0,-390
1,54,2,2,6,16.0,22
1,42,2,2,9,42.0,-96
1,61,2,0,7,42.0,3
0,38,3,2,2,10.0,-598
1,47,2,0,9,10.0,158
1,82,2,2,8,10.0,122
1,47,2,0,13,10.0,-23
1,27,3,0,5,10.0,360
1,32,3,2,5,10.0,-344
1,90,3,2,3,20.0,24
1,38,2,0,1,20.0,91
1,51,2,0,3,20.0,310
1,41,2,0,3,20.0,56
1,5,2,0,2,20.0,444
1,44,3,2,6,17.0,-153
1,33,2,0,5,17.0,-69
1,41,3,0,7,10.0,-149
1,28,2,0,3,10.0,16
1,62,3,2,3,10.0,0
1,28,2,2,10,10.0,19
1,61,2,2,6,25.0,-108
1,123,3,0,4,10.0,67
1,89,3,0,4,10.0,25
1,43,2,0,3,10.0,13
1,44,2,2,5,10.0,-9
0,20,2,0,6,20.0,1076
1,55,2,2,5,25.0,21
1,20,2,0,3,25.0,-127
1,88,3,2,3,10.0,-184
1,96,2,2,2,10.0,11
1,120,2,0,3,10.0,-10
1,111,2,0,5,10.0,48
1,39,3,0,10,10.0,-37
1,93,3,0,3,10.0,-14
1,100,3,2,5,10.0,-5
1,54,2,2,4,10.0,29
1,75,3,0,3,10.0,-473
1,32,2,0,3,10.0,-28
1,86,3,2,5,10.0,-200
0,50,2,2,3,15.0,-101
1,39,3,0,2,11.0,619
0,31,2,0,4,15.0,-641
1,29,2,0,8,15.0,713
1,27,3,0,2,12.0,315
1,57,3,0,5,15.0,516
1,68,2,0,2,45.0,388
1,95,3,0,4,10.0,309
1,40,3,2,2,22.0,-438
0,27,2,0,2,45.0,599
1,78,2,2,3,37.0,-198
1,74,2,2,3,22.0,198
1,4,2,2,2,30.0,-95
1,44,2,2,2,8.0,-183
0,45,2,2,3,30.0,-284
1,15,3,0,3,30.0,248
1,37,2,0,2,23.0,136
1,22,2,2,4,12.0,-329
1,58,2,2,2,20.0,-129
0,33,2,0,2,25.0,-8
0,41,2,0,4,11.0,-188
1,46,2,0,3,12.0,262
1,36,3,2,2,17.0,91
0,55,0,0,1,10.0,-262
0,49,2,0,2,17.0,724
0,78,3,2,4,17.0,65
0,29,1,1,2,17.0,-254
0,65,1,1,2,17.0,450
0,66,1,1,4,17.0,131
0,112,1,1,2,17.0,473
0,70,1,1,3,17.0,450
0,40,2,2,6,10.0,-241
1,33,3,0,2,15.0,352
1,30,3,2,8,15.0,-333
1,53,3,0,2,15.0,312
0,67,1,1,2,17.0,543
0,52,2,0,3,17.0,672
0,30,2,2,6,10.0,135
1,62,2,2,4,20.0,81
0,35,2,0,5,10.0,-147
1,89,2,2,4,14.0,26
1,119,2,0,5,10.0,-81
0,21,2,0,3,10.0,0
0,65,2,0,3,10.0,28
0,50,0,2,7,10.0,88
1,60,2,2,3,30.0,127
1,73,2,0,16,22.0,-74
0,42,3,2,1,11.0,-203
0,58,3,2,3,15.0,67
0,38,2,2,3,10.0,-129
0,28,2,2,9,10.0,94
0,26,2,2,9,10.0,-32
0,35,2,0,5,10.0,-6
0,35,2,0,9,10.0,-74
1,34,2,2,5,9.0,504
0,38,2,2,9,10.0,-55
0,27,2,2,1,10.0,475
0,80,0,2,5,10.0,-388
0,54,2,2,5,10.0,55
0,65,3,0,8,10.0,-142
0,55,2,2,2,10.0,172
0,67,2,2,5,10.0,22
0,78,2,2,8,10.0,-466
0,51,2,0,4,10.0,-188
0,75,2,0,6,10.0,341
0,36,2,2,10,10.0,-341
0,58,3,2,6,10.0,140
0,12,2,0,5,10.0,-264
0,21,2,0,5,17.0,-154
0,56,2,2,1,10.0,362
0,24,2,2,4,10.0,349
0,32,2,2,6,10.0,-362
0,66,3,2,16,10.0,413
0,45,2,2,4,10.0,362
0,50,2,0,6,10.0,-158
0,18,2,2,7,10.0,93
0,90,3,2,6,10.0,-161
0,75,3,0,4,10.0,-63
0,34,2,2,4,10.0,161
0,70,2,2,6,10.0,-163
0,24,2,2,6,10.0,283
0,18,0,2,5,10.0,446
0,36,2,2,5,10.0,-211
0,99,2,0,3,10.0,-295
0,60,2,0,2,10.0,-298
0,77,3,0,8,10.0,722
1,74,3,2,7,10.0,20
1,61,2,0,5,10.0,10
1,15,2,0,7,10.0,244
0,102,1,1,11,10.0,118
1,129,0,0,5,10.0,-153
1,25,2,0,5,10.0,287
1,39,2,0,8,10.0,168
1,62,0,2,5,10.0,-389
1,19,2,2,2,10.0,-705
0,55,2,0,6,10.0,109
0,65,3,0,4,20.0,-33
1,63,2,0,5,10.0,66
1,64,2,2,5,8.0,-22
1,69,2,0,3,10.0,-34
0,31,2,0,3,10.0,79
0,15,3,0,5,10.0,171
0,35,2,0,6,10.0,139
0,107,0,0,7,20.0,-2
0,43,2,0,2,10.0,-212
0,72,2,2,3,13.0,-7
0,63,2,2,7,10.0,-303
0,34,2,2,2,27.0,-120
0,51,2,2,4,10.0,97
0,60,2,2,4,17.0,4
0,26,2,2,3,10.0,148
0,70,2,2,7,50.0,396
0,24,2,2,4,10.0,-247
0,124,2,2,4,12.0,212
0,39,2,0,8,25.0,68
0,58,2,2,3,8.0,468
0,16,2,2,1,11.0,-384
0,52,3,2,7,8.0,184
1,22,2,2,5,10.0,-91
1,43,2,0,7,10.0,88
1,27,2,0,5,10.0,137
1,41,3,0,2,10.0,-41
1,30,3,2,2,10.0,43
1,125,3,0,7,10.0,108
1,16,2,0,2,10.0,-17
1,53,2,0,3,10.0,14
1,49,3,0,3,10.0,9
1,59,2,0,2,10.0,-37
1,86,3,2,2,10.0,-191
1,52,3,2,1,10.0,-27
1,96,3,2,2,10.0,-77
1,114,2,2,3,10.0,-110
1,69,2,0,5,10.0,4
1,40,3,2,2,10.0,-47
0,72,2,0,6,15.0,89
1,63,2,0,10,10.0,-12
1,141,2,0,4,10.0,-11
1,92,3,2,6,8.0,74
1,64,2,2,8,10.0,67
1,90,2,2,3,10.0,-511
1,70,3,2,7,10.0,517
0,68,2,2,2,10.0,-47
1,63,3,0,10,8.0,227
1,63,3,0,3,10.0,-201
1,75,0,0,8,10.0,187
1,94,0,2,4,10.0,-201
1,102,2,2,3,10.0,-261
1,87,2,0,2,10.0,264
1,90,2,2,10,10.0,188
1,96,1,1,5,10.0,-221
1,33,2,0,3,10.0,65
1,52,2,2,4,10.0,-228
1,62,2,2,8,10.0,-190
1,63,2,0,10,11.0,59
1,132,3,2,4,10.0,-249
1,55,2,0,10,10.0,113
1,95,3,0,8,10.0,-136
1,59,2,0,12,10.0,-4
1,86,2,2,3,10.0,21
0,54,3,2,10,10.0,-490
0,74,2,2,7,8.0,50
1,33,0,0,4,20.0,-95
1,85,2,0,4,9.0,-188
1,76,2,2,8,10.0,-264
1,52,3,2,5,10.0,-223
1,26,2,2,11,13.0,-74
1,64,2,2,3,10.0,-104
1,47,2,0,4,10.0,222
1,103,0,0,5,10.0,212
1,39,2,0,5,10.0,90
1,50,2,2,3,10.0,-104
1,19,2,2,3,10.0,-485
1,30,2,2,11,10.0,-12
1,35,2,0,3,27.0,-40
0,46,2,2,5,13.0,-52
1,35,3,0,5,10.0,123
1,32,3,2,5,10.0,98
1,52,2,2,3,10.0,-332
1,132,2,2,5,10.0,-92
1,38,2,2,2,10.0,-165
1,86,3,2,3,10.0,-278
1,43,2,0,8,20.0,-28
1,34,2,2,9,20.0,54
1,72,3,2,4,10.0,-113
1,23,2,0,6,10.0,269
1,78,2,2,4,10.0,-135
1,45,3,0,6,10.0,280
1,66,2,2,5,23.0,-163
1,29,3,0,10,8.0,-9
1,80,2,2,4,22.0,-218
1,121,2,0,3,10.0,53
1,140,1,1,9,10.0,94
1,75,3,0,3,10.0,44
1,36,2,0,10,20.0,-62
1,77,2,0,4,15.0,30
1,33,2,0,3,15.0,-56
1,56,2,2,4,10.0,-150
1,53,2,0,4,10.0,-260
1,22,2,0,6,10.0,47
1,51,2,0,8,10.0,-39
1,37,2,0,6,10.0,255
1,30,2,2,3,10.0,-171
1,89,2,0,5,10.0,388
1,73,2,0,8,10.0,273
1,114,3,2,13,17.0,-205
1,107,3,0,4,17.0,180
1,92,3,2,7,13.0,-26
1,63,3,0,4,13.0,-31
1,36,3,2,6,28.0,9
1,55,2,0,6,10.0,5
1,85,3,0,4,37.0,108
1,118,2,2,3,11.0,76
1,55,3,0,3,20.0,75
0,135,1,1,4,18.0,-47
1,78,3,2,3,20.0,-127
0,40,2,2,5,12.0,46
0,114,0,1,7,8.0,25
1,68,3,2,5,18.0,201
1,48,2,2,6,30.0,-135
1,29,2,0,3,18.0,91
1,14,2,2,6,18.0,-8
1,61,3,0,7,10.0,-260
1,59,3,0,6,10.0,241
0,9,2,0,5,20.0,421
1,80,3,2,1,8.0,-144
1,81,2,2,3,33.0,-84
1,103,2,0,2,33.0,83
1,10,2,2,2,20.0,145
0,32,2,2,6,20.0,-458
1,50,1,1,5,22.0,40
1,41,2,0,10,17.0,147
1,39,2,0,9,8.0,211
1,50,2,2,6,10.0,129
1,66,2,2,6,42.0,-120
1,66,2,0,5,10.0,-138
1,55,2,0,8,8.0,84
1,65,3,0,9,10.0,39
1,72,3,2,16,10.0,86
1,57,2,0,8,20.0,-15
1,50,2,2,5,20.0,353
0,57,2,0,5,10.0,-484
1,21,2,0,6,25.0,391
0,48,3,2,6,17.0,380
1,49,3,0,3,8.0,608
1,68,3,2,1,12.0,-214
0,40,2,2,6,11.0,-12
0,9,2,2,4,11.0,12
1,98,2,2,9,20.0,-216
1,56,3,2,4,8.0,-48
0,128,1,1,7,10.0,-75
1,132,3,2,4,11.0,49
1,48,2,2,4,20.0,-47
1,57,3,0,8,20.0,-17
1,75,2,2,1,20.0,100
1,99,2,0,7,20.0,-207
1,59,2,0,4,15.0,131
0,56,0,2,3,10.0,-360
1,69,2,0,9,15.0,158
1,70,2,2,4,15.0,-123
1,77,3,0,2,8.0,240
1,64,3,2,7,15.0,-73
1,70,3,2,2,20.0,337
1,75,2,0,10,10.0,-48
1,104,1,1,2,19.0,221
1,63,2,0,4,10.0,139
1,67,2,0,4,10.0,100
1,40,2,2,3,10.0,-49
1,80,2,2,4,10.0,92
1,99,3,0,2,10.0,278
1,120,3,2,2,10.0,-45
1,9,1,1,9,13.0,95
1,62,2,2,1,9.0,-27
1,59,3,0,6,10.0,-103
1,57,2,0,1,10.0,-37
1,72,3,2,6,10.0,-104
1,115,3,0,4,10.0,22
1,70,3,2,6,10.0,-36
1,29,2,0,4,10.0,-131
1,33,3,0,6,10.0,116
1,17,3,0,11,10.0,12
1,19,2,0,4,10.0,51
1,100,0,2,3,10.0,104
1,27,3,0,8,10.0,45
1,95,0,1,4,10.0,125
1,75,3,0,7,10.0,-114
1,44,2,2,3,10.0,-165
1,87,3,0,4,10.0,29
1,29,0,0,5,10.0,203
1,75,0,0,3,10.0,105
1,52,3,2,4,10.0,-95
1,40,2,2,3,10.0,-89
1,73,3,0,5,10.0,58
1,64,2,2,4,10.0,-3
1,52,2,2,1,10.0,-37
1,26,2,2,8,10.0,23
1,13,2,0,4,10.0,243
1,104,2,2,3,10.0,-30
1,55,3,0,4,10.0,-132
1,57,3,0,3,10.0,155
1,97,0,0,11,10.0,-63
1,17,3,0,8,10.0,172
1,23,3,0,9,10.0,27
0,54,2,0,5,11.0,507
1,72,3,2,6,10.0,-124
1,34,2,2,8,10.0,-158
1,56,3,2,8,15.0,-324
1,84,2,2,4,8.0,94
1,29,3,0,8,10.0,534
1,19,2,2,4,10.0,-123
0,110,2,2,2,10.0,-246
1,47,3,0,8,10.0,-133
0,37,2,0,6,10.0,161
0,60,1,1,7,10.0,41
0,54,3,2,4,10.0,-302
0,137,3,0,6,10.0,302
0,81,3,0,4,10.0,-302
0,83,0,0,4,10.0,1
0,53,2,0,5,10.0,96
0,65,2,0,6,10.0,-118
0,8,2,2,6,10.0,66
0,55,3,0,6,10.0,84
0,67,3,0,4,10.0,-89
0,26,2,2,8,10.0,-139
0,33,2,0,9,10.0,201
0,73,3,0,3,10.0,13
0,27,2,2,5,10.0,1
0,50,2,2,5,10.0,-10
0,74,3,2,8,10.0,-1
0,130,1,1,3,10.0,-259
0,14,2,2,7,10.0,-286
0,51,0,0,3,10.0,193
0,24,2,2,2,10.0,-2
0,94,2,2,3,10.0,193
0,24,2,2,7,10.0,-105
0,57,2,0,1,10.0,-1
0,19,2,0,4,10.0,-1
0,47,2,0,7,10.0,286
0,30,2,2,5,10.0,-145
0,17,2,0,3,10.0,206
0,18,2,2,7,10.0,1
0,24,2,0,9,10.0,144
0,7,0,0,6,10.0,-296
0,27,2,0,3,10.0,0
0,50,2,2,4,10.0,-125
0,20,2,2,3,10.0,-258
0,85,2,0,7,10.0,-1
0,87,2,0,4,10.0,1
0,45,3,0,5,10.0,-12
0,63,2,0,5,10.0,-8
0,38,2,2,6,10.0,-1
0,39,2,0,5,10.0,84
0,8,2,2,5,10.0,-108
0,90,2,2,5,10.0,1
0,94,2,0,8,10.0,1
0,29,2,0,4,10.0,97
0,98,2,2,6,25.0,194
0,74,3,2,2,25.0,-103
0,37,2,0,2,25.0,-239
0,74,3,2,4,25.0,-396
0,6,2,0,2,25.0,-124
0,94,3,2,6,25.0,-315
0,29,2,0,2,25.0,35
0,68,3,2,5,25.0,-196
0,50,2,0,2,25.0,-396
0,38,3,2,1,25.0,-144
0,28,3,2,2,25.0,-122
0,82,2,0,4,25.0,-35
0,18,2,0,2,25.0,-233
0,63,3,0,5,25.0,87
0,58,3,2,2,25.0,-186
0,44,2,2,5,25.0,169
0,35,3,0,5,18.0,396
0,87,3,0,5,18.0,377
0,64,0,2,3,18.0,-396
0,36,3,2,3,18.0,396
0,29,3,0,7,18.0,252
0,93,2,0,4,18.0,-80
0,57,3,0,2,18.0,232
0,53,3,0,1,18.0,396
0,42,3,2,2,18.0,-326
0,51,3,0,9,18.0,326
0,77,3,0,5,18.0,304
0,21,3,0,7,18.0,304
0,43,0,0,3,18.0,395
0,81,0,0,5,18.0,308
1,92,3,2,3,25.0,-19
1,29,3,0,3,25.0,59
1,78,3,2,3,25.0,74
1,124,1,1,3,25.0,-80
1,59,3,0,8,25.0,-27
1,11,3,0,6,25.0,175
1,66,3,2,4,25.0,-201
1,58,3,2,5,25.0,28
1,41,3,0,2,25.0,36
1,49,2,0,3,25.0,220
1,45,2,0,3,25.0,211
1,110,3,2,6,25.0,-189
1,52,1,1,3,15.0,0
0,17,2,0,3,15.0,51
0,98,2,2,4,10.0,96
1,68,3,2,1,11.0,0
0,52,2,2,7,10.0,-163
0,29,2,0,3,10.0,117
0,39,2,0,4,10.0,-64
0,7,2,0,5,10.0,173
0,32,2,2,3,10.0,173
1,97,3,0,7,10.0,-47
0,14,2,0,2,10.0,187
0,26,2,0,6,10.0,-355
0,38,2,2,3,10.0,-187
0,11,2,0,1,10.0,-90
0,84,2,0,4,10.0,-22
0,9,3,0,6,10.0,-187
0,9,3,0,4,10.0,187
0,33,2,0,4,10.0,74
0,56,2,2,3,10.0,-187
0,17,3,0,4,10.0,115
0,73,0,0,4,10.0,235
0,35,3,0,4,10.0,-6
0,30,2,2,4,10.0,-187
0,27,3,0,6,10.0,-86
0,77,3,0,4,10.0,99
1,31,2,0,6,30.0,245
1,30,3,2,3,9.0,-93
1,87,3,0,2,9.0,75
0,43,2,0,4,17.0,-45
0,60,2,2,4,17.0,45
0,36,3,2,3,17.0,-45
1,77,3,0,6,25.0,171
0,56,2,2,4,13.0,-585
0,44,2,2,4,13.0,585
0,31,2,0,10,13.0,-585
1,54,2,2,6,10.0,38
1,40,2,2,3,10.0,111
1,18,2,0,5,10.0,391
1,137,3,0,6,10.0,214
1,38,3,2,15,10.0,-137
1,73,3,0,6,10.0,-68
1,141,3,0,3,10.0,321
1,124,2,2,6,10.0,-53
1,76,3,2,3,10.0,-106
1,50,2,2,6,10.0,-160
1,48,3,2,8,10.0,-239
1,76,3,2,10,10.0,113
1,55,2,0,2,10.0,-136
1,67,2,0,6,10.0,178
1,110,1,1,11,10.0,185
1,98,3,2,3,10.0,-14
1,48,2,2,3,10.0,-33
1,86,2,2,9,10.0,39
1,47,2,0,3,10.0,-22
1,104,3,2,8,10.0,-304
1,90,1,1,2,10.0,1
1,73,3,0,1,10.0,-131
1,26,2,2,13,10.0,-211
1,79,3,0,3,10.0,226
1,71,3,0,10,10.0,60
1,102,3,2,7,10.0,-246
1,75,0,0,11,10.0,68
1,77,1,1,11,10.0,93
1,23,2,0,9,10.0,542
1,34,3,2,6,10.0,306
1,78,3,2,12,10.0,15
1,69,2,2,2,10.0,-55
1,74,2,2,2,10.0,-60
1,56,3,2,6,10.0,51
1,78,2,2,10,10.0,-250
1,74,0,2,5,10.0,-49
1,27,2,0,6,10.0,-275
1,60,3,2,8,10.0,86
1,79,2,0,6,10.0,-331
1,49,2,0,9,10.0,-157
1,40,2,0,5,10.0,192
1,56,0,2,1,10.0,-55
1,41,3,0,10,10.0,-14
1,51,2,0,6,10.0,-9
1,60,2,2,3,10.0,21
0,113,3,0,4,12.0,139
1,30,1,1,6,20.0,-15
1,50,2,2,4,20.0,43
1,114,3,2,7,11.0,-42
1,42,2,2,6,11.0,75
0,54,3,2,4,25.0,8
0,108,2,0,9,15.0,98
0,55,2,0,2,15.0,-98
0,79,3,0,5,15.0,98
0,44,2,2,6,10.0,-89
1,66,3,2,6,15.0,-9
1,51,2,0,9,15.0,-76
1,53,2,0,6,15.0,99
1,53,0,0,2,9.0,7
1,60,3,2,4,8.0,-482
1,17,2,2,5,8.0,661
0,124,2,0,5,8.0,1169
0,125,3,0,5,10.0,91
0,39,2,0,7,10.0,991
0,42,3,2,3,18.0,-727
0,38,2,2,5,8.0,-295
0,30,2,0,3,8.0,295
1,4,2,0,4,9.0,432
1,50,3,2,10,10.0,-13
1,53,2,0,6,10.0,232
1,59,3,0,7,10.0,-261
0,23,1,1,5,10.0,526
1,117,1,1,5,10.0,77
1,88,2,2,7,10.0,-131
0,39,3,0,2,13.0,-66
0,29,1,1,2,13.0,-187
0,29,2,2,11,13.0,187
0,68,3,2,8,17.0,-851
1,62,3,2,2,25.0,12
1,58,3,2,3,25.0,142
1,115,3,0,5,25.0,38
1,52,2,0,4,25.0,-265
1,57,2,0,2,25.0,-1
1,105,0,0,6,10.0,3
1,56,2,2,2,10.0,3
1,53,2,0,4,10.0,14
1,91,3,0,6,10.0,41
0,39,3,0,6,45.0,-74
0,64,2,2,3,45.0,74
0,50,2,0,5,20.0,219
0,27,2,2,2,20.0,123
1,56,2,2,1,30.0,51
0,39,3,0,3,20.0,-87
0,62,3,2,4,20.0,87
0,58,3,2,9,13.0,-87
0,45,2,0,4,22.0,275
1,48,3,2,6,27.0,-187
0,48,2,0,5,30.0,93
0,26,2,2,10,22.0,-52
0,32,3,2,1,22.0,93
0,41,2,0,3,30.0,23
1,48,2,2,4,25.0,75
1,67,2,0,6,25.0,-111
1,32,2,2,4,25.0,150
1,7,2,2,2,10.0,-37
1,24,2,2,7,10.0,-315
1,23,3,0,2,10.0,41
1,20,2,2,3,10.0,-52
1,122,0,2,3,10.0,27
1,57,3,0,4,12.0,265
1,19,2,0,9,17.0,-328
1,98,3,2,4,15.0,302
1,35,3,0,4,15.0,242
0,41,3,0,8,10.0,199
1,75,3,0,3,25.0,-45
1,122,3,2,3,10.0,8
1,8,0,2,4,10.0,-11
1,90,0,2,7,10.0,-41
1,46,3,2,6,10.0,6
1,29,2,2,1,10.0,-26
1,51,3,0,6,10.0,-102
1,39,1,1,2,10.0,-132
1,94,0,2,6,10.0,150
1,129,0,0,2,10.0,-100
1,129,0,0,5,10.0,-33
1,38,3,2,4,10.0,82
1,68,2,2,3,10.0,-9
1,56,2,2,3,10.0,16
1,88,3,2,2,10.0,-12
1,86,3,2,4,10.0,43
1,107,1,1,3,10.0,-8
1,57,2,0,7,10.0,70
1,13,2,0,1,10.0,-34
1,82,2,2,4,10.0,-180
1,63,3,0,2,10.0,-123
1,40,2,2,6,10.0,-187
1,42,2,0,1,10.0,31
1,50,2,0,8,10.0,-3
1,25,3,0,11,10.0,-24
1,88,3,2,3,10.0,-198
1,62,2,2,2,10.0,-15
1,48,3,2,8,10.0,28
1,30,2,2,4,10.0,14
1,110,3,2,2,10.0,-136
1,60,3,2,6,10.0,-52
1,39,3,0,7,10.0,-70
1,63,2,0,6,10.0,107
1,40,3,2,6,10.0,68
1,15,2,0,2,10.0,-21
1,47,3,0,7,10.0,224
1,44,2,0,2,10.0,86
1,86,2,2,2,10.0,-63
1,73,2,0,2,10.0,105
1,80,3,2,3,10.0,-594
1,117,1,1,1,10.0,-108
1,41,3,0,3,10.0,-115
1,94,3,2,4,10.0,-33
1,63,2,0,5,10.0,-136
1,80,0,2,4,10.0,86
1,67,1,1,8,10.0,-148
1,116,0,2,5,10.0,-79
1,130,3,2,3,10.0,-504
1,73,2,0,8,10.0,-140
1,93,2,0,12,10.0,-2
1,94,0,2,4,10.0,134
1,33,2,0,2,10.0,76
0,47,3,0,5,15.0,27
0,23,3,0,5,23.0,-28
0,84,2,0,3,25.0,254
1,88,3,2,2,21.0,178
0,35,3,0,3,20.0,-7
0,78,3,2,4,12.0,-30
0,61,2,0,3,12.0,30
0,113,1,1,4,10.0,262
0,78,3,2,3,10.0,-262
0,31,2,0,4,20.0,18
1,49,3,0,3,10.0,288
1,82,3,2,5,10.0,2
0,115,0,0,4,10.0,-48
0,59,3,0,3,10.0,330
0,82,3,2,3,10.0,-330
1,22,2,2,3,25.0,69
0,49,3,0,5,10.0,-10
0,45,2,0,6,30.0,159
1,10,2,2,5,22.0,-108
1,88,3,2,2,30.0,-632
1,33,3,0,5,10.0,26
1,69,3,0,4,10.0,-52
0,84,3,2,2,10.0,189
1,70,3,2,5,10.0,27
1,74,2,0,7,8.0,-14
1,62,3,2,9,13.0,-258
1,39,2,0,3,18.0,119
1,91,2,0,8,25.0,37
0,53,3,0,6,30.0,-28
1,35,2,0,5,10.0,24
1,52,2,2,5,10.0,-9
1,66,2,2,6,10.0,-16
1,111,3,0,7,10.0,161
1,27,3,0,3,10.0,-66
1,19,2,2,6,10.0,26
1,27,2,2,3,10.0,-137
1,25,3,0,4,10.0,-526
1,102,2,2,7,10.0,47
1,60,3,2,3,10.0,-313
1,62,3,2,3,10.0,-180
1,130,1,1,3,10.0,-123
1,61,3,0,7,10.0,65
1,63,3,0,7,10.0,97
1,50,3,2,5,10.0,-16
1,26,3,2,8,10.0,-13
1,33,3,0,5,10.0,264
1,17,3,0,11,10.0,-64
1,32,2,2,8,10.0,8
1,92,0,2,1,10.0,-103
1,47,3,0,4,10.0,76
1,25,2,0,3,10.0,12
1,71,3,0,6,10.0,300
1,57,3,0,4,10.0,-210
1,43,1,1,1,10.0,107
1,17,3,0,6,10.0,-103
1,51,3,0,4,10.0,121
1,24,3,2,4,10.0,-196
1,39,2,0,4,10.0,-103
1,49,3,0,3,10.0,73
1,40,3,2,3,10.0,-98
1,95,3,0,1,10.0,236
1,45,3,0,10,10.0,164
1,64,3,2,3,10.0,-348
1,51,2,0,7,10.0,-346
1,43,3,0,8,8.0,183
1,29,2,0,6,8.0,-219
1,23,2,2,4,18.0,-223
1,53,3,0,5,8.0,-9
1,25,3,0,6,10.0,192
1,78,2,2,1,10.0,64
1,52,0,2,4,10.0,-319
1,83,2,0,3,10.0,342
1,41,1,1,9,10.0,126
1,101,2,0,5,10.0,-25
1,37,3,0,14,10.0,192
1,106,2,2,3,10.0,-315
1,56,3,2,3,10.0,-134
1,124,2,2,2,10.0,89
1,32,2,2,5,10.0,60
1,67,2,0,7,10.0,10
1,42,3,2,8,10.0,21
1,78,3,2,7,10.0,-63
1,100,2,2,2,10.0,-68
1,64,2,0,3,10.0,32
1,53,3,0,5,10.0,53
1,71,2,0,2,10.0,8
1,41,2,0,4,10.0,-51
1,77,2,0,8,10.0,5
0,7,3,0,3,8.0,-262
0,7,3,0,3,8.0,262
0,4,3,2,1,8.0,262
0,18,3,2,3,8.0,262
0,23,3,0,5,18.0,-57
0,12,2,2,3,13.0,-126
1,60,2,2,4,10.0,105
1,54,2,2,2,10.0,-30
1,28,3,2,7,10.0,-84
1,32,2,0,2,10.0,-73
1,65,3,0,4,10.0,29
1,33,2,2,8,10.0,-16
1,104,2,2,2,10.0,-93
1,127,1,1,2,10.0,-212
1,73,2,0,2,10.0,44
1,106,2,2,3,10.0,196
1,40,3,2,5,10.0,-13
1,45,2,0,2,10.0,-26
1,117,3,0,3,10.0,-185
1,123,3,0,2,10.0,76
1,45,2,0,4,10.0,-12
1,89,3,0,10,10.0,-89
1,73,2,0,5,16.0,289
1,105,3,0,2,25.0,29
1,8,2,2,3,25.0,-4
1,61,3,0,3,10.0,-186
1,101,3,0,4,25.0,203
1,96,3,2,6,13.0,-13
0,79,3,0,4,15.0,176
0,16,2,2,3,25.0,-329
1,13,2,0,2,10.0,203
1,21,2,0,3,25.0,-50
1,28,1,1,3,25.0,59
1,46,3,2,3,25.0,18
1,110,3,2,2,10.0,-107
1,105,2,0,3,10.0,-65
1,66,3,2,3,10.0,115
1,47,3,0,1,10.0,-165
1,11,2,0,4,10.0,109
1,62,2,2,1,10.0,-93
1,13,2,0,4,10.0,-112
1,132,3,2,5,15.0,-242
1,112,3,2,5,10.0,197
1,20,3,2,1,10.0,115
1,128,3,2,1,10.0,-29
1,33,2,0,2,10.0,12
1,141,0,0,2,10.0,-36
1,30,2,0,2,10.0,1
1,48,2,2,6,25.0,47
1,6,2,2,4,25.0,-9
1,19,2,0,6,25.0,-36
1,53,2,0,2,25.0,213
1,63,2,2,3,30.0,-227
1,42,2,2,3,20.0,-27
1,44,1,1,2,13.0,-212
1,21,1,1,2,13.0,250
1,37,1,1,2,13.0,-296
0,39,2,0,7,8.0,698
1,105,2,0,3,10.0,-23
1,80,2,2,3,10.0,39
1,39,2,0,5,10.0,66
1,90,2,2,4,10.0,-13
1,41,2,2,4,10.0,19
1,69,2,2,5,10.0,-10
1,21,2,2,2,10.0,-56
1,103,3,0,5,10.0,-24
1,79,2,0,6,10.0,-65
1,31,2,0,3,10.0,0
1,25,2,0,5,10.0,-5
1,31,3,0,3,10.0,12
1,140,2,2,10,10.0,62
1,87,3,0,6,10.0,27
1,41,2,0,3,10.0,88
0,80,3,2,5,10.0,-568
1,90,2,2,6,10.0,-15
1,47,2,2,6,10.0,-13
1,97,3,0,3,10.0,21
1,101,2,0,3,10.0,259
1,108,3,2,4,10.0,154
1,132,2,2,5,10.0,-70
1,94,3,2,5,10.0,38
1,43,2,0,7,10.0,-71
1,61,2,0,6,10.0,59
1,41,2,0,7,10.0,-101
1,64,2,2,5,10.0,-81
1,61,3,0,4,10.0,-51
1,58,2,2,3,10.0,-95
1,33,3,0,3,10.0,-14
1,54,3,2,8,10.0,43
1,60,2,2,5,10.0,101
1,141,3,0,4,10.0,-24
1,57,2,2,6,10.0,-89
1,127,2,0,8,10.0,71
1,103,3,0,5,10.0,-99
1,71,3,0,1,10.0,79
1,61,3,0,5,17.0,-100
0,60,3,2,5,10.0,428
1,73,3,0,3,25.0,-104
1,80,2,2,5,25.0,-262
1,108,3,2,4,28.0,-33
1,72,2,0,3,17.0,238
1,100,2,2,3,25.0,-200
1,105,1,1,7,11.0,296
1,98,2,2,4,23.0,-1
1,35,2,0,5,10.0,37
1,29,3,0,3,10.0,-407
1,41,0,0,6,10.0,372
1,95,0,0,4,10.0,-315
1,79,0,0,4,10.0,240
1,46,3,2,6,10.0,-223
1,81,2,2,7,10.0,-99
1,69,2,2,3,10.0,-237
1,76,0,2,7,10.0,-623
1,108,3,2,6,10.0,-51
1,75,3,0,5,10.0,220
1,87,0,0,6,10.0,152
1,111,0,0,3,10.0,-126
1,40,2,0,7,10.0,68
1,60,2,2,5,10.0,-400
1,109,3,0,9,10.0,217
